"pdb","vorvol","variable","value"
"1VID_A","mvCA","hpshh",0.430571870929012
"1VID_A","mvCA","resvol",-0.0492713150045835
"1VID_A","mvCA","rsa",0.871687824170237
"1VID_A","mvCA","seqent",0.449095130088137
"1VID_A","mvSC","asa",0.918130803708277
"1VID_A","mvSC","ddgent",0.796912137611421
"1VID_A","mvSC","hbe_mean",0.379712576986171
"1VID_A","mvSC","hpshh",0.446178624540332
"1VID_A","mvSC","resvol",0.0293233155712208
"1VID_A","mvSC","rsa",0.929753416295175
"1VID_A","mvSC","seqent",0.495622338275593
"1VID_A","vAA","asa",0.917332754963104
"1VID_A","vAA","ddgent",0.77545381617868
"1VID_A","vAA","hbe_mean",0.42942726141612
"1VID_A","vAA","hpshh",0.45609887815193
"1VID_A","vAA","resvol",0.101449540156108
"1VID_A","vAA","rsa",0.923244906488863
"1VID_A","vAA","seqent",0.483470066057739
"1VID_A","vCA","asa",0.843373805380164
"1VID_A","vCA","ddgent",0.740550515223239
"1VID_A","vCA","hbe_mean",0.444872895709545
"1VID_A","vCA","hpshh",0.429552956688694
"1VID_A","vCA","resvol",-0.0414899899915631
"1VID_A","vCA","rsa",0.87297869625002
"1VID_A","vCA","seqent",0.451609778692383
"1VID_A","vSC","asa",0.921684672886277
"1VID_A","vSC","ddgent",0.796429077018982
"1VID_A","vSC","hbe_mean",0.382533915758035
"1VID_A","vSC","hpshh",0.445509514700172
"1VID_A","vSC","resvol",0.0360040871508697
"1VID_A","vSC","rsa",0.933416281381734
"1VID_A","vSC","seqent",0.49426256532663
"1VLB_A","fvAA","asa",0.840279586567265
"1VLB_A","fvAA","ddgent",0.666783861558914
"1VLB_A","fvAA","hbe_mean",0.332612652684662
"1VLB_A","fvAA","hpshh",0.408984749836012
"1VLB_A","fvAA","resvol",-0.164602659927947
"1VLB_A","fvAA","rsa",0.868516947581996
"1VLB_A","fvAA","seqent",0.298082926576809
"1VLB_A","fvCA","asa",0.738931477441503
"1VLB_A","fvCA","ddgent",0.59966799123002
"1VLB_A","fvCA","hbe_mean",0.337293785518034
"1VLB_A","fvCA","hpshh",0.362319985973334
"1VLB_A","fvCA","resvol",-0.274308256733373
"1VLB_A","fvCA","rsa",0.785212080961097
"1VLB_A","fvCA","seqent",0.259448124042703
"1VLB_A","fvSC","asa",0.81619789323121
"1VLB_A","fvSC","ddgent",0.670253958290841
"1VLB_A","fvSC","hbe_mean",0.246963617255505
"1VLB_A","fvSC","hpshh",0.424015337850156
"1VLB_A","fvSC","resvol",-0.212432407855968
"1VLB_A","fvSC","rsa",0.848191118485293
"1VLB_A","fvSC","seqent",0.297191981998497
"1VLB_A","mvAA","asa",0.882637172557819
"1VLB_A","mvAA","ddgent",0.744512605891192
"1VLB_A","mvAA","hbe_mean",0.320749914578182
"1VLB_A","mvAA","hpshh",0.32479904429231
"1VLB_A","mvAA","resvol",0.245438839224371
"1VLB_A","mvAA","rsa",0.882594292656186
"1VLB_A","mvAA","seqent",0.358889709966186
"1VLB_A","mvCA","asa",0.817010939936089
"1VLB_A","mvCA","ddgent",0.694023635429156
"1VLB_A","mvCA","hbe_mean",0.335080546458154
"1VLB_A","mvCA","hpshh",0.309354902236926
"1VLB_A","mvCA","resvol",0.0845466704921202
"1VLB_A","mvCA","rsa",0.836582125557989
"1VLB_A","mvCA","seqent",0.346839423667906
"1VLB_A","mvSC","asa",0.880527632183703
"1VLB_A","mvSC","ddgent",0.762377174642142
"1VLB_A","mvSC","hbe_mean",0.246915157439402
"1VLB_A","mvSC","hpshh",0.337702253490425
"1VLB_A","mvSC","resvol",0.168478874509946
"1VLB_A","mvSC","rsa",0.886554356416651
"1VLB_A","mvSC","seqent",0.367628636108168
"1VLB_A","vAA","asa",0.884695349444675
"1VLB_A","vAA","ddgent",0.746437387653801
"1VLB_A","vAA","hbe_mean",0.325429351740043
"1VLB_A","vAA","hpshh",0.327179581031479
"1VLB_A","vAA","resvol",0.245882212778066
"1VLB_A","vAA","rsa",0.884590461638955
"1VLB_A","vAA","seqent",0.357697979207403
"1VLB_A","vCA","asa",0.818956089186578
"1VLB_A","vCA","ddgent",0.69564480732099
"1VLB_A","vCA","hbe_mean",0.339090301131844
"1VLB_A","vCA","hpshh",0.311321554909139
"1VLB_A","vCA","resvol",0.0852283128202775
"1VLB_A","vCA","rsa",0.838388171301314
"1VLB_A","vCA","seqent",0.344925690621347
"1VLB_A","vSC","asa",0.882470488587686
"1VLB_A","vSC","ddgent",0.763522940876126
"1VLB_A","vSC","hbe_mean",0.251797771458983
"1VLB_A","vSC","hpshh",0.339421655869926
"1VLB_A","vSC","resvol",0.169698771543104
"1VLB_A","vSC","rsa",0.888399290455723
"1VLB_A","vSC","seqent",0.366475005347008
"1VNC_A","fvAA","asa",0.88446770210905
"1VNC_A","fvAA","ddgent",0.73194484213699
"1VNC_A","fvAA","hbe_mean",0.459014129710506
"1VNC_A","fvAA","hpshh",0.365890163614629
"1VNC_A","fvAA","resvol",-0.202752574158429
"1VNC_A","fvAA","rsa",0.904927847461889
"1VNC_A","fvAA","seqent",0.255092483131781
"1VNC_A","fvCA","asa",0.799638633246611
"1VNC_A","fvCA","ddgent",0.681482618742622
"1VNC_A","fvCA","hbe_mean",0.445905917353958
"1VNC_A","fvCA","hpshh",0.321550977573352
"1VNC_A","fvCA","resvol",-0.268073187925485
"1VNC_A","fvCA","rsa",0.832747125427827
"1VNC_A","fvCA","seqent",0.242410935768639
"1VNC_A","fvSC","asa",0.850596315855207
"1VNC_A","fvSC","ddgent",0.720583782953551
"1VNC_A","fvSC","hbe_mean",0.408728620541766
"1VNC_A","fvSC","hpshh",0.358658544453559
"1VNC_A","fvSC","resvol",-0.276430681151246
"1VNC_A","fvSC","rsa",0.876101872405273
"1VNC_A","fvSC","seqent",0.232608228906488
"1VNC_A","mvAA","asa",0.910476313820122
"1VNC_A","mvAA","ddgent",0.742629794288298
"1VNC_A","mvAA","hbe_mean",0.4537057278017
"1VNC_A","mvAA","hpshh",0.31855415627124
"1VNC_A","mvAA","resvol",0.122180324174818
"1VNC_A","mvAA","rsa",0.911149544739434
"1VNC_A","mvAA","seqent",0.2561391688732
"1VNC_A","mvCA","asa",0.840706656269621
"1VNC_A","mvCA","ddgent",0.705667369954537
"1VNC_A","mvCA","hbe_mean",0.450723461190589
"1VNC_A","mvCA","hpshh",0.291075574840038
"1VNC_A","mvCA","resvol",0.00518757585540655
"1VNC_A","mvCA","rsa",0.855218399085333
"1VNC_A","mvCA","seqent",0.252951011263309
"1VNC_A","mvSC","asa",0.90608128546235
"1VNC_A","mvSC","ddgent",0.760818451259639
"1VNC_A","mvSC","hbe_mean",0.420836827457891
"1VNC_A","mvSC","hpshh",0.310481504680493
"1VNC_A","mvSC","resvol",0.035008016323632
"1VNC_A","mvSC","rsa",0.912725072630926
"1VNC_A","mvSC","seqent",0.256425855962767
"1VNC_A","vAA","asa",0.912654548242751
"1VNC_A","vAA","ddgent",0.745933740235601
"1VNC_A","vAA","hbe_mean",0.454003740923378
"1VNC_A","vAA","hpshh",0.318942721675786
"1VNC_A","vAA","resvol",0.124177654143622
"1VNC_A","vAA","rsa",0.91312591565266
"1VNC_A","vAA","seqent",0.256640455268121
"1VNC_A","vCA","asa",0.842907226226868
"1VNC_A","vCA","ddgent",0.709089179413759
"1VNC_A","vCA","hbe_mean",0.450723461190589
"1VNC_A","vCA","hpshh",0.290965100053792
"1VNC_A","vCA","resvol",0.00412547331453811
"1VNC_A","vCA","rsa",0.858006314903083
"1VNC_A","vCA","seqent",0.252255941852639
"1VNC_A","vSC","asa",0.906990395276191
"1VNC_A","vSC","ddgent",0.761812975661216
"1VNC_A","vSC","hbe_mean",0.420815473514505
"1VNC_A","vSC","hpshh",0.311484179000783
"1VNC_A","vSC","resvol",0.0351628373578887
"1VNC_A","vSC","rsa",0.91363180436648
"1VNC_A","vSC","seqent",0.256464286035884
"1VQ1_A","fvAA","asa",0.888325044032708
"1VQ1_A","fvAA","ddgent",0.770893417382838
"1VQ1_A","fvAA","hbe_mean",0.37591552762968
"1VQ1_A","fvAA","hpshh",0.549123862911858
"1VQ1_A","fvAA","resvol",-0.0307582804312915
"1VQ1_A","fvAA","rsa",0.916441310262671
"1VQ1_A","fvAA","seqent",0.592490659306026
"1VQ1_A","fvCA","asa",0.78133750183043
"1VQ1_A","fvCA","ddgent",0.701591496188483
"1VQ1_A","fvCA","hbe_mean",0.388727264519059
"1VQ1_A","fvCA","hpshh",0.459650060580101
"1VQ1_A","fvCA","resvol",-0.152208980449233
"1VQ1_A","fvCA","rsa",0.844027738317296
"1VQ1_A","fvCA","seqent",0.563798263091787
"1VQ1_A","fvSC","asa",0.874490155104582
"1VQ1_A","fvSC","ddgent",0.792141072290842
"1VQ1_A","fvSC","hbe_mean",0.307430880465961
"1VQ1_A","fvSC","hpshh",0.575886475314096
"1VQ1_A","fvSC","resvol",-0.0582019750666916
"1VQ1_A","fvSC","rsa",0.904358910529973
"1VQ1_A","fvSC","seqent",0.603853755935222
"1VQ1_A","mvAA","asa",0.904045144019793
"1VQ1_A","mvAA","ddgent",0.780232226775343
"1VQ1_A","mvAA","hbe_mean",0.343976083650146
"1VQ1_A","mvAA","hpshh",0.491802924243024
"1VQ1_A","mvAA","resvol",0.13819196466789
"1VQ1_A","mvAA","rsa",0.914407452837156
"1VQ1_A","mvAA","seqent",0.613067594577892
"1VQ1_A","mvCA","asa",0.803718526925901
"1VQ1_A","mvCA","ddgent",0.70464770187581
"1VQ1_A","mvCA","hbe_mean",0.385611341899768
"1VQ1_A","mvCA","hpshh",0.422948893173359
"1VQ1_A","mvCA","resvol",-0.0126537292664747
"1VQ1_A","mvCA","rsa",0.849227353383565
"1VQ1_A","mvCA","seqent",0.580558253394334
"1VQ1_A","mvSC","asa",0.90508408865134
"1VQ1_A","mvSC","ddgent",0.802209465859946
"1VQ1_A","mvSC","hbe_mean",0.288655838413395
"1VQ1_A","mvSC","hpshh",0.522604501855884
"1VQ1_A","mvSC","resvol",0.111015216539542
"1VQ1_A","mvSC","rsa",0.917582447786573
"1VQ1_A","mvSC","seqent",0.628241039313343
"1VQ1_A","vAA","asa",0.908571432174825
"1VQ1_A","vAA","ddgent",0.779119380024962
"1VQ1_A","vAA","hbe_mean",0.340657931219778
"1VQ1_A","vAA","hpshh",0.487629591622085
"1VQ1_A","vAA","resvol",0.137182946713997
"1VQ1_A","vAA","rsa",0.919725173492774
"1VQ1_A","vAA","seqent",0.607883779581536
"1VQ1_A","vCA","asa",0.811424335377605
"1VQ1_A","vCA","ddgent",0.71283936218775
"1VQ1_A","vCA","hbe_mean",0.37785633999276
"1VQ1_A","vCA","hpshh",0.417481529581138
"1VQ1_A","vCA","resvol",-0.0160111460317811
"1VQ1_A","vCA","rsa",0.859493302348236
"1VQ1_A","vCA","seqent",0.578172827710085
"1VQ1_A","vSC","asa",0.908642696716081
"1VQ1_A","vSC","ddgent",0.802108537849983
"1VQ1_A","vSC","hbe_mean",0.282692863152019
"1VQ1_A","vSC","hpshh",0.518609553555539
"1VQ1_A","vSC","resvol",0.109669859267685
"1VQ1_A","vSC","rsa",0.921705256585709
"1VQ1_A","vSC","seqent",0.627941541730199
"1W0H_A","fvAA","asa",0.90540259766325
"1W0H_A","fvAA","ddgent",0.734471777888262
"1W0H_A","fvAA","hbe_mean",0.397330800568435
"1W0H_A","fvAA","hpshh",0.517252330417031
"1W0H_A","fvAA","resvol",-0.0588782750483016
"1W0H_A","fvAA","rsa",0.940156385421296
"1W0H_A","fvAA","seqent",0.492244996243295
"1W0H_A","fvCA","asa",0.78148567884277
"1W0H_A","fvCA","ddgent",0.648769584136284
"1W0H_A","fvCA","hbe_mean",0.41509596760863
"1W0H_A","fvCA","hpshh",0.432104345157098
"1W0H_A","fvCA","resvol",-0.143594486507554
"1W0H_A","fvCA","rsa",0.837308092724614
"1W0H_A","fvCA","seqent",0.46510299669418
"1W0H_A","fvSC","asa",0.888859077373848
"1W0H_A","fvSC","ddgent",0.757841666906353
"1W0H_A","fvSC","hbe_mean",0.318121599145141
"1W0H_A","fvSC","hpshh",0.566186212362023
"1W0H_A","fvSC","resvol",-0.121171040622149
"1W0H_A","fvSC","rsa",0.922946638896861
"1W0H_A","fvSC","seqent",0.488035800358271
"1W0H_A","mvAA","asa",0.915302896552401
"1W0H_A","mvAA","ddgent",0.716489503765824
"1W0H_A","mvAA","hbe_mean",0.384023365383643
"1W0H_A","mvAA","hpshh",0.476999522382001
"1W0H_A","mvAA","resvol",0.0780632010062583
"1W0H_A","mvAA","rsa",0.937513600979375
"1W0H_A","mvAA","seqent",0.488383416496375
"1W0H_A","mvCA","asa",0.805808533881656
"1W0H_A","mvCA","ddgent",0.653407732164209
"1W0H_A","mvCA","hbe_mean",0.423816616189485
"1W0H_A","mvCA","hpshh",0.404572139305285
"1W0H_A","mvCA","resvol",-0.0447361872630848
"1W0H_A","mvCA","rsa",0.851346497918744
"1W0H_A","mvCA","seqent",0.4673448331593
"1W0H_A","mvSC","asa",0.916251575861384
"1W0H_A","mvSC","ddgent",0.759756423267988
"1W0H_A","mvSC","hbe_mean",0.298162501379873
"1W0H_A","mvSC","hpshh",0.517574339704461
"1W0H_A","mvSC","resvol",0.0297084634160763
"1W0H_A","mvSC","rsa",0.936234542630501
"1W0H_A","mvSC","seqent",0.502825511085092
"1W0H_A","vAA","asa",0.921786634602615
"1W0H_A","vAA","ddgent",0.720669096407572
"1W0H_A","vAA","hbe_mean",0.380910433328247
"1W0H_A","vAA","hpshh",0.474461331528145
"1W0H_A","vAA","resvol",0.0827375749219468
"1W0H_A","vAA","rsa",0.944169472091734
"1W0H_A","vAA","seqent",0.500335494776693
"1W0H_A","vCA","asa",0.815831322560268
"1W0H_A","vCA","ddgent",0.658165860633677
"1W0H_A","vCA","hbe_mean",0.416291162540911
"1W0H_A","vCA","hpshh",0.406051240789232
"1W0H_A","vCA","resvol",-0.039701610620772
"1W0H_A","vCA","rsa",0.861158914056601
"1W0H_A","vCA","seqent",0.476869350985818
"1W0H_A","vSC","asa",0.92070888887118
"1W0H_A","vSC","ddgent",0.758513886092541
"1W0H_A","vSC","hbe_mean",0.296391081105413
"1W0H_A","vSC","hpshh",0.515526162983649
"1W0H_A","vSC","resvol",0.0278661421308191
"1W0H_A","vSC","rsa",0.942817254235759
"1W0H_A","vSC","seqent",0.509005353540262
"1XQW_A","fvAA","asa",0.879631205043004
"1XQW_A","fvAA","ddgent",0.770016372329656
"1XQW_A","fvAA","hbe_mean",0.369583479281522
"1XQW_A","fvAA","hpshh",0.577884704886016
"1XQW_A","fvAA","resvol",-0.0463049298465323
"1XQW_A","fvAA","rsa",0.902131219383213
"1XQW_A","fvAA","seqent",0.451450453474948
"1XQW_A","fvCA","asa",0.788379200505069
"1XQW_A","fvCA","ddgent",0.713834311039821
"1XQW_A","fvCA","hbe_mean",0.364079982149676
"1XQW_A","fvCA","hpshh",0.480907086087781
"1XQW_A","fvCA","resvol",-0.143853691843284
"1XQW_A","fvCA","rsa",0.829123276330685
"1XQW_A","fvCA","seqent",0.442638169515206
"1XQW_A","fvSC","asa",0.855235777482156
"1XQW_A","fvSC","ddgent",0.784461908809445
"1XQW_A","fvSC","hbe_mean",0.325151955088407
"1XQW_A","fvSC","hpshh",0.589892570676979
"1XQW_A","fvSC","resvol",-0.121752054566112
"1XQW_A","fvSC","rsa",0.88225543881459
"1XQW_A","fvSC","seqent",0.439829161747134
"1XQW_A","mvAA","asa",0.907423751278166
"1XQW_A","mvAA","ddgent",0.798807070976694
"1XQW_A","mvAA","hbe_mean",0.325264406943421
"1XQW_A","mvAA","hpshh",0.492748778637469
"1XQW_A","mvAA","resvol",0.220024041239145
"1XQW_A","mvAA","rsa",0.91226620204264
"1XQW_A","mvAA","seqent",0.466964452324342
"1XQW_A","mvCA","asa",0.830130121700824
"1XQW_A","mvCA","ddgent",0.755238714962784
"1XQW_A","mvCA","hbe_mean",0.327236620549419
"1XQW_A","mvCA","hpshh",0.422916323099971
"1XQW_A","mvCA","resvol",0.0862851065476528
"1XQW_A","mvCA","rsa",0.854165833512987
"1XQW_A","mvCA","seqent",0.476158306703446
"1XQW_A","mvSC","asa",0.904445327172416
"1XQW_A","mvSC","ddgent",0.822960377978171
"1XQW_A","mvSC","hbe_mean",0.279084588593024
"1XQW_A","mvSC","hpshh",0.505637066749793
"1XQW_A","mvSC","resvol",0.143388691025429
"1XQW_A","mvSC","rsa",0.913743655759607
"1XQW_A","mvSC","seqent",0.471186328511754
"1XQW_A","vAA","asa",0.912301949621149
"1XQW_A","vAA","ddgent",0.805724041985
"1XQW_A","vAA","hbe_mean",0.333915325689031
"1XQW_A","vAA","hpshh",0.501029087700164
"1XQW_A","vAA","resvol",0.216104677962691
"1XQW_A","vAA","rsa",0.918268650326813
"1XQW_A","vAA","seqent",0.466000562638293
"1XQW_A","vCA","asa",0.834446692661961
"1XQW_A","vCA","ddgent",0.762402685504891
"1XQW_A","vCA","hbe_mean",0.331985927450151
"1XQW_A","vCA","hpshh",0.43261847353127
"1XQW_A","vCA","resvol",0.0782059646782801
"1XQW_A","vCA","rsa",0.860070228340539
"1XQW_A","vCA","seqent",0.472302747959251
"1XQW_A","vSC","asa",0.908285291132021
"1XQW_A","vSC","ddgent",0.8259784957876
"1XQW_A","vSC","hbe_mean",0.287773893529843
"1XQW_A","vSC","hpshh",0.510724334792063
"1XQW_A","vSC","resvol",0.141415900321592
"1XQW_A","vSC","rsa",0.918178234199729
"1XQW_A","vSC","seqent",0.469570005071902
"1Y9M_A","fvAA","asa",0.836872858694421
"1Y9M_A","fvAA","ddgent",0.718895931063946
"1Y9M_A","fvAA","hbe_mean",0.511862661718694
"1Y9M_A","fvAA","hpshh",0.377867163013881
"1Y9M_A","fvAA","resvol",-0.313886309012902
"1Y9M_A","fvAA","rsa",0.873333671316609
"1Y9M_A","fvAA","seqent",0.472886125650196
"1Y9M_A","fvCA","asa",0.733774607754601
"1Y9M_A","fvCA","ddgent",0.637163213712217
"1Y9M_A","fvCA","hbe_mean",0.508876987671847
"1Y9M_A","fvCA","hpshh",0.294073018407596
"1Y9M_A","fvCA","resvol",-0.380407785429096
"1Y9M_A","fvCA","rsa",0.786842684044174
"1Y9M_A","fvCA","seqent",0.451767886881261
"1Y9M_A","fvSC","asa",0.827491703898245
"1Y9M_A","fvSC","ddgent",0.728632066197
"1Y9M_A","fvSC","hbe_mean",0.426856142813234
"1Y9M_A","fvSC","hpshh",0.403796403704182
"1Y9M_A","fvSC","resvol",-0.346681556012746
"1Y9M_A","fvSC","rsa",0.864411657163358
"1Y9M_A","fvSC","seqent",0.494757362964199
"1Y9M_A","mvAA","asa",0.883034443753498
"1Y9M_A","mvAA","ddgent",0.737270999565787
"1Y9M_A","mvAA","hbe_mean",0.463752566214872
"1Y9M_A","mvAA","hpshh",0.291277825775866
"1Y9M_A","mvAA","resvol",0.0626369394364814
"1Y9M_A","mvAA","rsa",0.889008031559887
"1Y9M_A","mvAA","seqent",0.448697993115591
"1Y9M_A","mvCA","asa",0.785930297055078
"1Y9M_A","mvCA","ddgent",0.668507609378465
"1Y9M_A","mvCA","hbe_mean",0.486118443902006
"1Y9M_A","mvCA","hpshh",0.248087612523015
"1Y9M_A","mvCA","resvol",-0.109360600759949
"1Y9M_A","mvCA","rsa",0.815091258022348
"1Y9M_A","mvCA","seqent",0.460715305836005
"1Y9M_A","mvSC","asa",0.881763911837761
"1Y9M_A","mvSC","ddgent",0.757582100718088
"1Y9M_A","mvSC","hbe_mean",0.369795830270007
"1Y9M_A","mvSC","hpshh",0.31771644326626
"1Y9M_A","mvSC","resvol",-0.00271072751220287
"1Y9M_A","mvSC","rsa",0.889760052195931
"1Y9M_A","mvSC","seqent",0.481698248935422
"1Y9M_A","vAA","asa",0.886030742697093
"1Y9M_A","vAA","ddgent",0.738487343460689
"1Y9M_A","vAA","hbe_mean",0.466454413601994
"1Y9M_A","vAA","hpshh",0.294227180417157
"1Y9M_A","vAA","resvol",0.0645506835796817
"1Y9M_A","vAA","rsa",0.891630440884064
"1Y9M_A","vAA","seqent",0.448371393429503
"1Y9M_A","vCA","asa",0.789185881402901
"1Y9M_A","vCA","ddgent",0.668694398531113
"1Y9M_A","vCA","hbe_mean",0.489773140955419
"1Y9M_A","vCA","hpshh",0.2487446829311
"1Y9M_A","vCA","resvol",-0.111513775173832
"1Y9M_A","vCA","rsa",0.81911318779876
"1Y9M_A","vCA","seqent",0.456680701293081
"1Y9M_A","vSC","asa",0.884218527481414
"1Y9M_A","vSC","ddgent",0.759573129020206
"1Y9M_A","vSC","hbe_mean",0.372200778084875
"1Y9M_A","vSC","hpshh",0.318920847589516
"1Y9M_A","vSC","resvol",-0.000900977436300567
"1Y9M_A","vSC","rsa",0.891806526290728
"1Y9M_A","vSC","seqent",0.482036658668024
"1YON_A","fvAA","asa",0.899318188042523
"1YON_A","fvAA","ddgent",0.778050570609642
"1YON_A","fvAA","hbe_mean",0.441978267332768
"1YON_A","fvAA","hpshh",0.55827344568112
"1YON_A","fvAA","resvol",-0.16543178109584
"1YON_A","fvAA","rsa",0.923472855066638
"1YON_A","fvAA","seqent",0.458985830031089
"1YON_A","fvCA","asa",0.815104183694537
"1YON_A","fvCA","ddgent",0.727403477941499
"1YON_A","fvCA","hbe_mean",0.463935980792848
"1YON_A","fvCA","hpshh",0.498191333104917
"1YON_A","fvCA","resvol",-0.241671297630595
"1YON_A","fvCA","rsa",0.856902848518608
"1YON_A","fvCA","seqent",0.41530048990184
"1YON_A","fvSC","asa",0.875722531157707
"1YON_A","fvSC","ddgent",0.785963784255613
"1YON_A","fvSC","hbe_mean",0.409968864684109
"1YON_A","fvSC","hpshh",0.576345552898836
"1YON_A","fvSC","resvol",-0.247312571231867
"1YON_A","fvSC","rsa",0.909257178018369
"1YON_A","fvSC","seqent",0.488629937531865
"1YON_A","mvAA","asa",0.895625694409781
"1YON_A","mvAA","ddgent",0.782162813239101
"1YON_A","mvAA","hbe_mean",0.38110081566221
"1YON_A","mvAA","hpshh",0.474427068587338
"1YON_A","mvAA","resvol",0.0579174637061781
"1YON_A","mvAA","rsa",0.904918144151836
"1YON_A","mvAA","seqent",0.456575778154625
"1YON_A","mvCA","asa",0.825125993040362
"1YON_A","mvCA","ddgent",0.739716869592376
"1YON_A","mvCA","hbe_mean",0.418366877642501
"1YON_A","mvCA","hpshh",0.44487747632553
"1YON_A","mvCA","resvol",-0.0693809468950723
"1YON_A","mvCA","rsa",0.853611234215808
"1YON_A","mvCA","seqent",0.4227796732567
"1YON_A","mvSC","asa",0.901811525728012
"1YON_A","mvSC","ddgent",0.809433792203623
"1YON_A","mvSC","hbe_mean",0.370285601959078
"1YON_A","mvSC","hpshh",0.511332778385899
"1YON_A","mvSC","resvol",-0.0294670989139371
"1YON_A","mvSC","rsa",0.920662011125715
"1YON_A","mvSC","seqent",0.50161548104951
"1YON_A","vAA","asa",0.902171110959916
"1YON_A","vAA","ddgent",0.782804823560429
"1YON_A","vAA","hbe_mean",0.378684097007766
"1YON_A","vAA","hpshh",0.479529538766834
"1YON_A","vAA","resvol",0.0619014509874234
"1YON_A","vAA","rsa",0.90991757593266
"1YON_A","vAA","seqent",0.461129707673006
"1YON_A","vCA","asa",0.832890379393415
"1YON_A","vCA","ddgent",0.745669442766853
"1YON_A","vCA","hbe_mean",0.417462476246982
"1YON_A","vCA","hpshh",0.447995384159128
"1YON_A","vCA","resvol",-0.0685791045748607
"1YON_A","vCA","rsa",0.861347324068935
"1YON_A","vCA","seqent",0.427346857756216
"1YON_A","vSC","asa",0.905730280758655
"1YON_A","vSC","ddgent",0.808538255283933
"1YON_A","vSC","hbe_mean",0.365254025538484
"1YON_A","vSC","hpshh",0.515346831095748
"1YON_A","vSC","resvol",-0.0264949949236547
"1YON_A","vSC","rsa",0.922830200989735
"1YON_A","vSC","seqent",0.502071452400525
"1YSC_A","fvAA","asa",0.880263860197166
"1YSC_A","fvAA","ddgent",0.768154617837724
"1YSC_A","fvAA","hbe_mean",0.362762872422568
"1YSC_A","fvAA","hpshh",0.448400905389051
"1YSC_A","fvAA","resvol",-0.166094166896396
"1YSC_A","fvAA","rsa",0.900214221923145
"1YSC_A","fvAA","seqent",0.563759208471057
"1YSC_A","fvCA","asa",0.787832882736862
"1YSC_A","fvCA","ddgent",0.709691919005109
"1YSC_A","fvCA","hbe_mean",0.3700594084379
"1YSC_A","fvCA","hpshh",0.37434777956827
"1YSC_A","fvCA","resvol",-0.265100605689793
"1YSC_A","fvCA","rsa",0.827674305530956
"1YSC_A","fvCA","seqent",0.530150604568005
"1YSC_A","fvSC","asa",0.855573420644195
"1YSC_A","fvSC","ddgent",0.769197850814629
"1YSC_A","fvSC","hbe_mean",0.307761056013441
"1YSC_A","fvSC","hpshh",0.491598468127137
"1YSC_A","fvSC","resvol",-0.223086315009096
"1YSC_A","fvSC","rsa",0.875892157704782
"1YSC_A","fvSC","seqent",0.544799484125124
"1YSC_A","mvAA","asa",0.907377277649513
"1YSC_A","mvAA","ddgent",0.797622451621618
"1YSC_A","mvAA","hbe_mean",0.34774441978979
"1YSC_A","mvAA","hpshh",0.365975544352023
"1YSC_A","mvAA","resvol",0.12286461148622
"1YSC_A","mvAA","rsa",0.908962547789306
"1YSC_A","mvAA","seqent",0.593838549934947
"1YSC_A","mvCA","asa",0.836564971376894
"1YSC_A","mvCA","ddgent",0.759755522927163
"1YSC_A","mvCA","hbe_mean",0.362605154260203
"1YSC_A","mvCA","hpshh",0.308582377895309
"1YSC_A","mvCA","resvol",0.000639056756436365
"1YSC_A","mvCA","rsa",0.857181818380712
"1YSC_A","mvCA","seqent",0.579639964735654
"1YSC_A","mvSC","asa",0.894845458132522
"1YSC_A","mvSC","ddgent",0.813075711986002
"1YSC_A","mvSC","hbe_mean",0.296165513769284
"1YSC_A","mvSC","hpshh",0.402586399814296
"1YSC_A","mvSC","resvol",0.0721529850578456
"1YSC_A","mvSC","rsa",0.895583560494509
"1YSC_A","mvSC","seqent",0.583434337977985
"1YSC_A","vAA","asa",0.909998291268312
"1YSC_A","vAA","ddgent",0.798598140610501
"1YSC_A","vAA","hbe_mean",0.345326530388885
"1YSC_A","vAA","hpshh",0.365268841690223
"1YSC_A","vAA","resvol",0.122709708194671
"1YSC_A","vAA","rsa",0.912416963723333
"1YSC_A","vAA","seqent",0.593437305498242
"1YSC_A","vCA","asa",0.839238574391701
"1YSC_A","vCA","ddgent",0.761492689971487
"1YSC_A","vCA","hbe_mean",0.364038290382171
"1YSC_A","vCA","hpshh",0.306285433117542
"1YSC_A","vCA","resvol",-0.0010636692686349
"1YSC_A","vCA","rsa",0.861404964855335
"1YSC_A","vCA","seqent",0.578413555888235
"1YSC_A","vSC","asa",0.89685247243254
"1YSC_A","vSC","ddgent",0.812265666586793
"1YSC_A","vSC","hbe_mean",0.29289034854347
"1YSC_A","vSC","hpshh",0.403298661354763
"1YSC_A","vSC","resvol",0.0718243803148883
"1YSC_A","vSC","rsa",0.898361039416406
"1YSC_A","vSC","seqent",0.582980827231889
"1ZE1_A","fvAA","asa",0.906920927057723
"1ZE1_A","fvAA","ddgent",0.764895013648889
"1ZE1_A","fvAA","hbe_mean",0.434500727003398
"1ZE1_A","fvAA","hpshh",0.594328820726868
"1ZE1_A","fvAA","resvol",0.0842011105387878
"1ZE1_A","fvAA","rsa",0.921993164271669
"1ZE1_A","fvAA","seqent",0.371837800411195
"1ZE1_A","fvCA","asa",0.784332224940892
"1ZE1_A","fvCA","ddgent",0.697778518878421
"1ZE1_A","fvCA","hbe_mean",0.467845662967003
"1ZE1_A","fvCA","hpshh",0.507491163083426
"1ZE1_A","fvCA","resvol",-0.0501840250541453
"1ZE1_A","fvCA","rsa",0.826720001622344
